customer_id,customer_segment,customer_city,customer_country,total_orders,total_items_purchased,total_lifetime_spend,avg_order_value
864,Consumer,Plano,EE. UU.,6,33,2759.55,183.97
11603,Corporate,Los Angeles,EE. UU.,6,33,2759.47,197.11
5134,Corporate,Caguas,Puerto Rico,5,24,2757.78,250.71
9626,Corporate,El Paso,EE. UU.,5,34,2757.78,196.98
6301,Corporate,Moline,EE. UU.,5,31,2757.68,196.98
7580,Consumer,Caguas,Puerto Rico,4,35,2757.66,162.22
3822,Corporate,West Jordan,EE. UU.,5,40,2756.56,162.15
7104,Home Office,Caguas,Puerto Rico,4,31,2755.56,196.83
4956,Consumer,Austin,EE. UU.,3,30,2754.69,275.47
11851,Corporate,Guayama,Puerto Rico,4,34,2754.57,196.76
2425,Consumer,Los Angeles,EE. UU.,5,28,2753.76,196.7
3425,Corporate,Caguas,Puerto Rico,5,24,2753.75,196.7
10866,Consumer,Caguas,Puerto Rico,4,34,2753.72,183.58
11744,Home Office,West Orange,EE. UU.,5,21,2753.69,211.82
5041,Corporate,Massillon,EE. UU.,4,37,2753.58,211.81
9388,Consumer,Caguas,Puerto Rico,5,40,2753.47,183.56
1584,Home Office,Miami,EE. UU.,5,35,2752.69,172.04
7722,Consumer,Miami,EE. UU.,7,35,2751.8,161.87
10082,Corporate,Brownsville,EE. UU.,6,24,2751.77,152.88
7179,Corporate,Caguas,Puerto Rico,5,37,2751.61,196.54
3086,Corporate,Tampa,EE. UU.,4,32,2749.85,171.87
11469,Corporate,Grove City,EE. UU.,4,27,2749.84,211.53
5696,Corporate,Philadelphia,EE. UU.,5,26,2749.76,196.41
10237,Consumer,Medina,EE. UU.,5,27,2749.76,183.32
8573,Consumer,Guaynabo,Puerto Rico,4,21,2749.74,229.15
9435,Home Office,Granada Hills,EE. UU.,3,23,2749.74,229.15
7412,Consumer,Caguas,Puerto Rico,3,26,2749.72,249.97
10159,Consumer,Hollywood,EE. UU.,4,32,2749.72,196.41
1983,Corporate,Caguas,Puerto Rico,4,34,2749.71,211.52
1713,Corporate,Frankfort,EE. UU.,4,30,2749.7,211.52
8858,Consumer,Los Angeles,EE. UU.,4,20,2749.7,274.97
7354,Consumer,Flushing,EE. UU.,5,27,2749.69,229.14
2705,Corporate,Hanover,EE. UU.,5,28,2749.68,196.41
5462,Consumer,Brooklyn,EE. UU.,4,23,2749.68,249.97
7290,Consumer,Caguas,Puerto Rico,5,32,2749.67,161.75
2681,Consumer,Duluth,EE. UU.,5,27,2749.66,171.85
3424,Corporate,Clementon,EE. UU.,4,42,2749.66,171.85
8779,Home Office,Opa Locka,EE. UU.,6,34,2749.62,196.4
6981,Home Office,Long Beach,EE. UU.,4,40,2749.58,161.74
4120,Corporate,Cordova,EE. UU.,5,39,2749.55,229.13
2953,Consumer,Albany,EE. UU.,5,38,2749.5,249.95
11604,Consumer,Caguas,Puerto Rico,5,34,2748.68,183.25
6998,Consumer,Caguas,Puerto Rico,3,27,2747.61,211.35
7407,Consumer,Caguas,Puerto Rico,4,22,2745.75,211.21
12077,Home Office,Caguas,Puerto Rico,4,35,2745.51,196.11
8840,Corporate,Caguas,Puerto Rico,4,23,2744.73,228.73
22,Corporate,North Bergen,EE. UU.,5,35,2744.68,171.54
4793,Corporate,Orlando,EE. UU.,3,23,2744.68,249.52
9520,Consumer,Visalia,EE. UU.,6,31,2744.67,161.45
10178,Consumer,Fayetteville,EE. UU.,5,33,2744.64,182.98
1934,Home Office,Caguas,Puerto Rico,6,41,2744.63,130.7
3039,Consumer,Sunnyvale,EE. UU.,6,36,2744.59,171.54
878,Consumer,West Covina,EE. UU.,5,40,2744.51,196.04
9085,Corporate,Caguas,Puerto Rico,5,27,2743.75,228.65
12280,Consumer,Tallahassee,EE. UU.,4,19,2739.86,249.08
12174,Corporate,Detroit,EE. UU.,4,23,2739.85,210.76
2863,Home Office,Crown Point,EE. UU.,7,35,2739.8,182.65
1190,Corporate,Caguas,Puerto Rico,6,25,2739.74,210.75
4999,Consumer,San Bernardino,EE. UU.,3,25,2739.73,273.97
812,Corporate,Bronx,EE. UU.,5,25,2739.72,171.23
6923,Corporate,Miami,EE. UU.,4,26,2739.7,182.65
1892,Consumer,Caguas,Puerto Rico,4,31,2739.68,249.06
931,Home Office,Caguas,Puerto Rico,4,29,2739.67,210.74
3552,Corporate,La Mesa,EE. UU.,6,33,2739.64,161.16
12428,Corporate,Caguas,Puerto Rico,5,33,2739.61,171.23
5786,Home Office,Sumner,EE. UU.,5,31,2739.59,182.64
11942,Consumer,Caguas,Puerto Rico,5,35,2739.58,195.68
8291,Corporate,Caguas,Puerto Rico,6,40,2739.52,182.63
9511,Corporate,Harvey,EE. UU.,4,34,2739.52,171.22
11764,Consumer,Simi Valley,EE. UU.,8,44,2735.44,151.97
9534,Consumer,Las Vegas,EE. UU.,5,39,2734.64,151.92
12154,Consumer,Caguas,Puerto Rico,6,31,2734.6,227.88
8405,Corporate,Fort Washington,EE. UU.,5,42,2734.51,170.91
8731,Home Office,Detroit,EE. UU.,6,26,2733.76,160.81
7928,Consumer,Irving,EE. UU.,7,37,2733.6,143.87
2511,Corporate,Apex,EE. UU.,6,26,2731.75,182.12
5950,Consumer,Caguas,Puerto Rico,5,29,2731.65,248.33
7870,Corporate,Caguas,Puerto Rico,4,31,2731.64,195.12
8589,Home Office,Caguas,Puerto Rico,5,36,2731.61,195.12
8411,Corporate,Caguas,Puerto Rico,4,23,2729.8,248.16
416,Consumer,Caguas,Puerto Rico,4,32,2729.76,194.98
3241,Consumer,Caguas,Puerto Rico,6,41,2729.75,194.98
477,Corporate,Caguas,Puerto Rico,6,24,2729.74,227.48
6958,Corporate,Caguas,Puerto Rico,4,24,2729.74,209.98
3705,Consumer,Caguas,Puerto Rico,6,26,2729.73,181.98
2709,Corporate,New York,EE. UU.,3,20,2729.7,248.15
4369,Consumer,Cupertino,EE. UU.,6,32,2729.69,170.61
11874,Consumer,Elyria,EE. UU.,6,32,2729.69,170.61
3916,Consumer,Chesapeake,EE. UU.,5,33,2729.68,181.98
3361,Corporate,San Diego,EE. UU.,4,27,2729.67,209.97
4446,Corporate,Paramount,EE. UU.,5,26,2729.66,194.98
10079,Consumer,Apex,EE. UU.,5,43,2729.66,181.98
3088,Consumer,Milwaukee,EE. UU.,5,40,2729.64,194.97
5368,Home Office,Brooklyn,EE. UU.,4,29,2729.64,181.98
12089,Consumer,Troy,EE. UU.,5,33,2729.64,209.97
3067,Consumer,Caguas,Puerto Rico,4,25,2729.63,227.47
6865,Consumer,Moline,EE. UU.,5,41,2729.63,170.6
4884,Consumer,Caguas,Puerto Rico,4,28,2729.6,209.97
9975,Home Office,Rochester,EE. UU.,4,35,2729.6,209.97
10268,Consumer,Murfreesboro,EE. UU.,6,43,2729.6,151.64
8126,Corporate,Philadelphia,EE. UU.,5,32,2729.59,181.97
5591,Home Office,Hollywood,EE. UU.,5,41,2729.58,170.6
10467,Corporate,Caguas,Puerto Rico,5,36,2729.56,209.97
1143,Corporate,Caguas,Puerto Rico,4,31,2728.65,209.9
1873,Consumer,Caguas,Puerto Rico,4,36,2728.57,170.54
12136,Corporate,Los Angeles,EE. UU.,5,31,2725.71,160.34
10580,Home Office,Poway,EE. UU.,5,24,2724.79,194.63
11357,Corporate,Bronx,EE. UU.,5,27,2724.74,227.06
9954,Consumer,Caguas,Puerto Rico,6,20,2724.7,227.06
11646,Consumer,Phoenix,EE. UU.,5,34,2724.67,151.37
5868,Home Office,Caguas,Puerto Rico,6,37,2724.63,170.29
9438,Consumer,Caguas,Puerto Rico,5,30,2724.61,160.27
6212,Corporate,Caguas,Puerto Rico,6,24,2721.8,181.45
8138,Home Office,Caguas,Puerto Rico,5,37,2721.61,194.4
3913,Consumer,Caguas,Puerto Rico,4,28,2720.72,226.73
3029,Corporate,Winnetka,EE. UU.,5,32,2720.67,181.38
11747,Corporate,Las Vegas,EE. UU.,6,35,2720.63,170.04
1168,Corporate,Edinburg,EE. UU.,4,26,2719.82,209.22
9792,Home Office,Caguas,Puerto Rico,4,22,2719.82,209.22
11370,Corporate,Caguas,Puerto Rico,3,25,2719.82,209.22
1814,Consumer,Newark,EE. UU.,3,17,2719.8,247.25
8983,Home Office,Pekin,EE. UU.,4,19,2719.79,226.65
12097,Consumer,San Jose,EE. UU.,5,24,2719.77,247.25
3669,Corporate,San Bernardino,EE. UU.,4,30,2719.75,247.25
2733,Consumer,Chicago,EE. UU.,7,40,2719.74,181.32
8512,Consumer,Bronx,EE. UU.,4,25,2719.74,226.65
9874,Corporate,Dallas,EE. UU.,4,35,2719.74,194.27
73,Home Office,Caguas,Puerto Rico,4,30,2719.73,209.21
11348,Consumer,Granite City,EE. UU.,4,32,2719.73,194.27
7797,Home Office,Los Angeles,EE. UU.,3,19,2719.72,247.25
1035,Consumer,Milford,EE. UU.,3,25,2719.71,247.25
6469,Consumer,Bayonne,EE. UU.,4,28,2719.7,247.25
774,Corporate,Caguas,Puerto Rico,5,27,2719.67,181.31
1182,Corporate,Miami,EE. UU.,6,39,2719.67,226.64
5430,Corporate,Caguas,Puerto Rico,4,40,2719.65,194.26
5019,Corporate,Caguas,Puerto Rico,3,28,2719.64,247.24
7908,Corporate,Sugar Land,EE. UU.,4,24,2719.64,247.24
5641,Consumer,Caguas,Puerto Rico,4,34,2719.6,209.2
7172,Corporate,Bayamon,Puerto Rico,5,35,2719.6,226.63
10810,Consumer,North Bergen,EE. UU.,6,38,2719.56,135.98
12325,Home Office,Baltimore,EE. UU.,5,33,2719.53,181.3
12376,Corporate,San Francisco,EE. UU.,5,31,2717.66,194.12
11959,Corporate,Mesquite,EE. UU.,6,27,2717.65,226.47
748,Home Office,Del Rio,EE. UU.,6,41,2717.55,150.98
2944,Corporate,Salinas,EE. UU.,6,41,2717.48,181.17
9602,Home Office,Caguas,Puerto Rico,4,39,2715.64,226.3
3794,Home Office,Manchester,EE. UU.,5,24,2714.81,226.23
8237,Consumer,Caguas,Puerto Rico,3,23,2714.79,208.83
8510,Consumer,New York,EE. UU.,4,30,2714.79,208.83
9365,Home Office,Cleveland,EE. UU.,3,18,2714.79,226.23
8392,Consumer,Bountiful,EE. UU.,4,23,2714.78,193.91
7212,Corporate,Fort Worth,EE. UU.,5,28,2714.69,193.91
9400,Consumer,Caguas,Puerto Rico,4,34,2714.67,180.98
7643,Corporate,Buffalo,EE. UU.,4,34,2714.64,208.82
11399,Consumer,Redmond,EE. UU.,6,40,2714.58,193.9
6925,Consumer,New York,EE. UU.,5,39,2713.67,180.91
10553,Consumer,Salem,EE. UU.,5,27,2711.68,135.58
8694,Corporate,Winter Park,EE. UU.,5,34,2711.63,193.69
884,Consumer,Florissant,EE. UU.,3,14,2709.82,225.82
3001,Corporate,Compton,EE. UU.,5,14,2709.82,246.35
9226,Corporate,Caguas,Puerto Rico,4,22,2709.82,208.45
9624,Corporate,Caguas,Puerto Rico,4,23,2709.8,169.36
12236,Consumer,Caguas,Puerto Rico,4,30,2709.75,246.34
2713,Consumer,Caguas,Puerto Rico,5,30,2709.74,169.36
2747,Corporate,Caguas,Puerto Rico,5,22,2709.72,225.81
5151,Consumer,Caguas,Puerto Rico,4,23,2709.7,246.34
2471,Home Office,Hamtramck,EE. UU.,3,27,2709.69,208.44
188,Consumer,Los Angeles,EE. UU.,6,33,2709.64,193.55
9257,Corporate,Caguas,Puerto Rico,4,28,2709.63,180.64
1027,Home Office,Caguas,Puerto Rico,4,38,2709.62,193.54
2297,Corporate,Long Beach,EE. UU.,6,33,2709.62,180.64
4425,Consumer,Caguas,Puerto Rico,4,34,2709.6,208.43
6376,Corporate,North Tonawanda,EE. UU.,5,40,2709.59,180.64
8921,Corporate,Caguas,Puerto Rico,6,32,2709.59,169.35
7413,Consumer,San Bernardino,EE. UU.,6,32,2709.57,208.43
6550,Consumer,Brooklyn,EE. UU.,3,35,2709.48,193.53
3887,Consumer,Garland,EE. UU.,4,28,2708.83,225.74
2386,Corporate,San Bernardino,EE. UU.,5,28,2708.78,193.48
4137,Consumer,Tucson,EE. UU.,6,46,2708.47,159.32
3052,Home Office,Caguas,Puerto Rico,7,35,2707.58,169.22
7565,Consumer,Las Vegas,EE. UU.,4,20,2705.78,245.98
7206,Consumer,Caguas,Puerto Rico,5,31,2705.71,193.27
11199,Consumer,Caguas,Puerto Rico,6,38,2705.55,180.37
11697,Corporate,Laguna Niguel,EE. UU.,4,30,2704.7,193.19
6988,Corporate,Denton,EE. UU.,5,32,2704.64,193.19
11718,Consumer,Chino,EE. UU.,4,25,2704.61,245.87
1854,Consumer,Folsom,EE. UU.,6,44,2704.43,180.3
11881,Consumer,Caguas,Puerto Rico,6,27,2700.72,192.91
8721,Consumer,Caguas,Puerto Rico,5,35,2700.64,168.79
11009,Consumer,Federal Way,EE. UU.,4,15,2699.81,269.98
5678,Consumer,Palmdale,EE. UU.,2,21,2699.8,299.98
8761,Corporate,Bronx,EE. UU.,4,29,2699.78,224.98
3639,Corporate,Tempe,EE. UU.,6,23,2699.77,192.84
358,Consumer,San Antonio,EE. UU.,4,27,2699.75,207.67
1549,Corporate,Oregon City,EE. UU.,4,22,2699.73,207.67
2799,Corporate,Caguas,Puerto Rico,5,32,2699.72,179.98
11546,Corporate,Salina,EE. UU.,3,29,2699.72,245.43
515,Consumer,Stockbridge,EE. UU.,5,29,2699.71,207.67
4475,Consumer,Glendale,EE. UU.,4,24,2699.71,224.98
1083,Corporate,Dorchester Center,EE. UU.,5,28,2699.68,192.83
9488,Corporate,Hialeah,EE. UU.,6,34,2699.67,158.8
6499,Home Office,Denver,EE. UU.,6,30,2699.66,207.67
3548,Home Office,San Diego,EE. UU.,3,33,2699.65,224.97
9095,Consumer,Chicago,EE. UU.,5,32,2699.64,158.8
7501,Consumer,Las Vegas,EE. UU.,6,40,2699.61,142.08
1517,Consumer,Philadelphia,EE. UU.,4,33,2699.6,192.83
6186,Corporate,Bronx,EE. UU.,5,28,2699.59,224.97
9996,Consumer,La Habra,EE. UU.,7,37,2699.52,179.97
118,Consumer,Ogden,EE. UU.,5,41,2699.51,179.97
5479,Consumer,Columbia,EE. UU.,4,9,2698.85,299.87
7438,Corporate,Katy,EE. UU.,4,27,2697.73,207.52
6094,Consumer,Caguas,Puerto Rico,4,26,2697.71,269.77
2441,Corporate,Jacksonville,EE. UU.,7,30,2697.7,158.69
6962,Corporate,Elgin,EE. UU.,4,32,2694.5,207.27
8395,Consumer,Brooklyn,EE. UU.,5,38,2694.48,192.46
2632,Consumer,Caguas,Puerto Rico,3,27,2689.78,268.98
3542,Consumer,Caguas,Puerto Rico,4,28,2689.77,206.91
2902,Consumer,Loveland,EE. UU.,5,24,2689.76,192.13
11174,Consumer,Caguas,Puerto Rico,5,25,2689.73,192.12
7734,Consumer,Simi Valley,EE. UU.,3,24,2689.7,244.52
6706,Consumer,Caguas,Puerto Rico,5,28,2689.69,206.9
8323,Corporate,Caguas,Puerto Rico,5,21,2689.68,206.9
10445,Consumer,Caguas,Puerto Rico,6,31,2689.68,168.11
11619,Home Office,Caguas,Puerto Rico,5,32,2689.68,192.12
6009,Consumer,Salt Lake City,EE. UU.,3,32,2689.65,206.9
8099,Home Office,Brooklyn,EE. UU.,5,29,2689.63,179.31
1219,Corporate,Detroit,EE. UU.,4,42,2689.61,192.12
5040,Corporate,Caguas,Puerto Rico,5,27,2689.6,192.11
725,Corporate,San Bernardino,EE. UU.,5,28,2689.58,224.13
1419,Home Office,Brooklyn,EE. UU.,5,38,2689.57,192.11
9614,Consumer,Rosemead,EE. UU.,4,33,2689.57,192.11
10853,Home Office,Las Vegas,EE. UU.,4,38,2689.48,224.12
3438,Consumer,Mililani,EE. UU.,6,40,2688.59,192.04
3767,Consumer,Caguas,Puerto Rico,4,27,2687.74,191.98
6897,Corporate,Columbus,EE. UU.,5,28,2687.69,167.98
5288,Consumer,Caguas,Puerto Rico,6,30,2687.68,179.18
6024,Corporate,Las Vegas,EE. UU.,4,30,2687.62,244.33
7251,Consumer,Los Angeles,EE. UU.,6,18,2684.79,191.77
2690,Consumer,Philadelphia,EE. UU.,6,26,2684.74,157.93
5328,Consumer,Caguas,Puerto Rico,4,25,2684.73,223.73
1216,Consumer,Caguas,Puerto Rico,4,39,2684.62,191.76
4747,Corporate,Chicago,EE. UU.,9,38,2684.6,157.92
944,Corporate,Wyoming,EE. UU.,3,35,2684.52,223.71
4776,Consumer,Chapel Hill,EE. UU.,5,36,2683.64,178.91
11871,Corporate,Clarksville,EE. UU.,3,34,2681.68,206.28
7030,Consumer,Alpharetta,EE. UU.,4,26,2681.67,191.55
2764,Corporate,Caguas,Puerto Rico,5,28,2679.88,206.14
7747,Consumer,Caguas,Puerto Rico,5,24,2679.83,206.14
2985,Corporate,Hampton,EE. UU.,4,18,2679.81,178.65
853,Consumer,Rowland Heights,EE. UU.,4,22,2679.78,206.14
3166,Consumer,Fort Lauderdale,EE. UU.,4,27,2679.78,167.49
1226,Corporate,Caguas,Puerto Rico,3,20,2679.77,267.98
2372,Corporate,Caguas,Puerto Rico,5,25,2679.76,223.31
2524,Consumer,Caguas,Puerto Rico,3,24,2679.75,243.61
9529,Consumer,Sugar Land,EE. UU.,4,35,2679.75,206.13
8821,Home Office,Caguas,Puerto Rico,5,25,2679.74,243.61
12389,Consumer,Arecibo,Puerto Rico,5,37,2679.74,191.41
4503,Consumer,Saint Paul,EE. UU.,5,27,2679.72,243.61
3959,Consumer,Fort Lauderdale,EE. UU.,7,29,2679.71,178.65
8482,Consumer,Phoenix,EE. UU.,6,23,2679.7,178.65
7177,Consumer,Caguas,Puerto Rico,9,34,2679.69,133.98
11294,Consumer,Caguas,Puerto Rico,4,27,2679.69,223.31
2473,Corporate,Palatine,EE. UU.,6,30,2679.68,141.04
12100,Corporate,Chicago,EE. UU.,6,23,2679.68,178.65
6694,Corporate,Caguas,Puerto Rico,5,28,2679.67,206.13
1446,Consumer,Memphis,EE. UU.,5,30,2679.66,191.4
11641,Consumer,Woonsocket,EE. UU.,3,30,2679.65,178.64
5094,Corporate,New York,EE. UU.,3,32,2679.62,223.3
8299,Home Office,Caguas,Puerto Rico,4,40,2679.62,206.12
3063,Consumer,Caguas,Puerto Rico,3,25,2679.61,243.6
1834,Home Office,Caguas,Puerto Rico,4,27,2679.6,206.12
2793,Consumer,Caguas,Puerto Rico,6,32,2679.6,178.64
3946,Corporate,Caguas,Puerto Rico,5,34,2679.6,191.4
11514,Home Office,Tallahassee,EE. UU.,4,35,2679.6,223.3
10254,Corporate,Fremont,EE. UU.,4,39,2679.59,178.64
10058,Corporate,Mechanicsburg,EE. UU.,4,34,2679.58,223.3
9550,Consumer,Dallas,EE. UU.,4,42,2679.55,178.64
5942,Corporate,Philadelphia,EE. UU.,3,31,2677.69,191.26
693,Corporate,Caguas,Puerto Rico,6,32,2677.64,205.97
2908,Consumer,Beloit,EE. UU.,5,22,2675.82,222.99
3917,Corporate,Eugene,EE. UU.,4,24,2675.7,243.25
10006,Corporate,Caguas,Puerto Rico,4,26,2674.79,191.06
10313,Corporate,Saint Paul,EE. UU.,4,33,2674.78,178.32
6087,Home Office,Norcross,EE. UU.,6,34,2674.71,157.34
82,Consumer,San Antonio,EE. UU.,4,29,2674.54,178.3
7330,Consumer,Caguas,Puerto Rico,6,43,2674.51,157.32
2699,Corporate,Fairfield,EE. UU.,4,23,2673.76,222.81
6320,Consumer,Caguas,Puerto Rico,3,28,2673.66,205.67
6004,Consumer,Caguas,Puerto Rico,5,31,2673.65,243.06
2329,Corporate,Valrico,EE. UU.,6,34,2673.59,167.1
2318,Corporate,Caguas,Puerto Rico,5,39,2671.65,166.98
2716,Consumer,Milpitas,EE. UU.,4,34,2671.64,205.51
8434,Consumer,Caguas,Puerto Rico,5,43,2671.6,178.11
12364,Consumer,Atlanta,EE. UU.,5,22,2669.81,205.37
9804,Consumer,Memphis,EE. UU.,4,30,2669.8,205.37
1760,Consumer,Caguas,Puerto Rico,4,21,2669.74,177.98
2366,Consumer,Lakewood,EE. UU.,4,27,2669.74,190.7
10290,Corporate,Watsonville,EE. UU.,5,37,2669.72,140.51
5263,Corporate,San Jose,EE. UU.,4,29,2669.71,205.36
9286,Consumer,Chapel Hill,EE. UU.,6,32,2669.71,166.86
8523,Consumer,Las Cruces,EE. UU.,5,28,2669.69,190.69
598,Consumer,Paramount,EE. UU.,5,31,2669.67,190.69
2030,Corporate,Caguas,Puerto Rico,7,27,2669.65,190.69
6797,Consumer,Caguas,Puerto Rico,5,29,2669.65,190.69
6742,Corporate,Caguas,Puerto Rico,7,42,2669.57,166.85
1425,Consumer,Caguas,Puerto Rico,4,32,2667.69,205.21
8418,Home Office,Caguas,Puerto Rico,4,27,2665.69,222.14
583,Consumer,San Marcos,EE. UU.,4,30,2664.68,204.98
8149,Corporate,Caguas,Puerto Rico,4,29,2664.62,204.97
11943,Consumer,Detroit,EE. UU.,3,41,2664.61,222.05
3833,Consumer,Greeley,EE. UU.,4,43,2664.6,204.97
5319,Consumer,Caguas,Puerto Rico,6,40,2664.57,177.64
4384,Consumer,Denver,EE. UU.,3,28,2663.68,242.15
9278,Corporate,Caguas,Puerto Rico,5,31,2661.76,190.13
7069,Corporate,Santa Clara,EE. UU.,6,37,2660.69,147.82
3689,Corporate,San Juan,Puerto Rico,3,16,2659.84,221.65
667,Corporate,Caguas,Puerto Rico,4,24,2659.8,241.8
2839,Corporate,Stockbridge,EE. UU.,4,31,2659.8,189.99
8140,Consumer,Caguas,Puerto Rico,3,15,2659.78,265.98
10280,Corporate,Caguas,Puerto Rico,3,25,2659.76,265.98
2751,Corporate,Caguas,Puerto Rico,3,17,2659.75,204.6
10541,Corporate,Caguas,Puerto Rico,5,26,2659.75,204.6
6908,Consumer,Denver,EE. UU.,2,17,2659.74,295.53
10763,Consumer,Miami,EE. UU.,4,21,2659.74,221.65
2014,Consumer,Caguas,Puerto Rico,5,26,2659.71,241.79
11500,Home Office,Caguas,Puerto Rico,5,27,2659.71,204.59
7507,Corporate,Washington,EE. UU.,3,23,2659.69,241.79
12234,Corporate,Caguas,Puerto Rico,5,26,2659.68,204.59
3212,Corporate,Washington,EE. UU.,7,26,2659.67,204.59
12215,Consumer,Caguas,Puerto Rico,7,31,2659.67,166.23
8175,Corporate,Santa Maria,EE. UU.,4,29,2659.66,221.64
10311,Consumer,Caguas,Puerto Rico,4,37,2659.66,189.98
3789,Consumer,Caguas,Puerto Rico,4,31,2659.65,204.59
5604,Consumer,Highland Park,EE. UU.,3,23,2659.64,221.64
7031,Consumer,Caguas,Puerto Rico,5,30,2659.64,189.97
3618,Consumer,Caguas,Puerto Rico,5,24,2659.62,204.59
8676,Corporate,North Las Vegas,EE. UU.,7,38,2659.58,166.22
2622,Corporate,Fayetteville,EE. UU.,7,36,2659.57,166.22
4215,Consumer,Miami,EE. UU.,5,36,2659.57,221.63
9952,Home Office,Caguas,Puerto Rico,5,34,2659.57,204.58
4705,Consumer,Caguas,Puerto Rico,4,37,2659.51,221.63
4377,Consumer,Murfreesboro,EE. UU.,5,24,2657.76,241.61
9420,Consumer,Citrus Heights,EE. UU.,4,38,2657.55,204.43
6468,Consumer,Caguas,Puerto Rico,6,18,2655.81,221.32
738,Home Office,Caguas,Puerto Rico,4,21,2654.83,204.22
5618,Corporate,Caguas,Puerto Rico,5,25,2654.8,176.99
12396,Corporate,Caguas,Puerto Rico,5,27,2654.66,189.62
284,Consumer,Caguas,Puerto Rico,5,32,2654.63,221.22
3462,Consumer,Caguas,Puerto Rico,6,30,2653.75,176.92
9062,Consumer,Caguas,Puerto Rico,5,28,2653.72,204.13
10132,Consumer,Glendale,EE. UU.,4,30,2653.63,241.24
911,Corporate,Caguas,Puerto Rico,7,33,2650.72,147.26
7103,Consumer,Chicago,EE. UU.,3,29,2649.87,203.84
1272,Consumer,Bolingbrook,EE. UU.,4,28,2649.78,189.27
10376,Consumer,Yuma,EE. UU.,5,21,2649.76,203.83
38,Consumer,Opelousas,EE. UU.,6,32,2649.74,165.61
10851,Home Office,Saint Charles,EE. UU.,5,27,2649.74,189.27
2882,Consumer,Amarillo,EE. UU.,8,33,2649.71,147.21
6146,Consumer,Lancaster,EE. UU.,6,40,2649.71,165.61
5115,Consumer,Caguas,Puerto Rico,3,27,2649.69,240.88
1855,Consumer,Santa Cruz,EE. UU.,5,26,2649.68,203.82
6154,Corporate,Miami,EE. UU.,5,32,2649.68,189.26
1941,Corporate,Caguas,Puerto Rico,6,32,2649.64,189.26
2602,Home Office,Long Beach,EE. UU.,3,23,2649.59,240.87
8807,Consumer,Caguas,Puerto Rico,5,20,2648.77,240.8
9251,Consumer,Caguas,Puerto Rico,6,30,2647.81,189.13
11062,Corporate,Olathe,EE. UU.,4,34,2647.65,203.67
5776,Home Office,Strongsville,EE. UU.,5,28,2645.69,203.51
1625,Consumer,Chicago,EE. UU.,6,48,2645.56,139.24
8615,Corporate,San Antonio,EE. UU.,3,36,2644.7,188.91
7541,Corporate,Pompano Beach,EE. UU.,4,35,2644.59,188.9
7993,Corporate,San Antonio,EE. UU.,4,35,2644.53,176.3
4019,Consumer,Caguas,Puerto Rico,7,33,2643.57,165.22
10421,Corporate,Caguas,Puerto Rico,4,34,2641.64,176.11
8074,Home Office,College Station,EE. UU.,3,22,2639.89,239.99
645,Consumer,Cupertino,EE. UU.,4,15,2639.81,239.98
11612,Corporate,Caguas,Puerto Rico,3,22,2639.8,239.98
1935,Home Office,Alpharetta,EE. UU.,4,26,2639.79,188.56
9499,Consumer,Caguas,Puerto Rico,3,28,2639.79,203.06
977,Consumer,Garden Grove,EE. UU.,4,25,2639.78,239.98
10647,Consumer,Chicago,EE. UU.,3,23,2639.78,263.98
10482,Consumer,Caguas,Puerto Rico,5,36,2639.75,175.98
802,Consumer,Caguas,Puerto Rico,6,27,2639.73,164.98
5350,Home Office,Compton,EE. UU.,5,35,2639.71,188.55
12126,Home Office,East Lansing,EE. UU.,5,30,2639.71,203.05
110,Corporate,Beaverton,EE. UU.,3,26,2639.7,239.97
2743,Home Office,Caguas,Puerto Rico,6,31,2639.7,164.98
7901,Consumer,Caguas,Puerto Rico,3,28,2639.7,219.98
1326,Consumer,Caguas,Puerto Rico,5,29,2639.69,164.98
3534,Corporate,Caguas,Puerto Rico,5,38,2639.68,175.98
3207,Consumer,Caguas,Puerto Rico,5,39,2639.63,219.97
3608,Home Office,Brooklyn,EE. UU.,5,36,2639.62,175.97
544,Consumer,Caguas,Puerto Rico,4,34,2639.6,203.05
6151,Consumer,Cary,EE. UU.,5,36,2639.6,203.05
11627,Consumer,Caguas,Puerto Rico,6,42,2639.59,175.97
6426,Home Office,Caguas,Puerto Rico,6,40,2639.58,175.97
4343,Home Office,Tallahassee,EE. UU.,6,40,2639.54,188.54
2917,Consumer,San Jose,EE. UU.,5,23,2637.78,188.41
1876,Consumer,Salina,EE. UU.,3,36,2635.67,188.26
7464,Consumer,Bell Gardens,EE. UU.,3,31,2635.57,219.63
1120,Corporate,Danbury,EE. UU.,4,32,2634.79,239.53
2052,Consumer,Loveland,EE. UU.,6,30,2634.65,202.67
3436,Consumer,Palatine,EE. UU.,5,30,2634.64,202.66
4234,Consumer,Lilburn,EE. UU.,6,31,2634.61,175.64
8868,Consumer,Philadelphia,EE. UU.,6,38,2634.61,175.64
4341,Consumer,Hempstead,EE. UU.,5,32,2634.55,175.64
966,Consumer,Los Angeles,EE. UU.,4,30,2633.66,188.12
10824,Corporate,Caguas,Puerto Rico,4,26,2631.69,187.98
4359,Consumer,Brooklyn,EE. UU.,4,34,2630.63,202.36
7456,Corporate,Brooklyn,EE. UU.,4,19,2629.85,292.21
11753,Corporate,Opa Locka,EE. UU.,5,25,2629.84,187.85
7525,Consumer,Caguas,Puerto Rico,3,18,2629.82,239.07
